Terminal,Date,CruiseLine,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),ConnectionDuration,SPNote,Nox(MT),SO2(MT),PM2.5(MT),CO2(MT),CO2eq(MT),CarEq
MCT,8/31/2023,Arctic Cruises,3959,4436,39,8434, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/4/2023,Atlantic Cruises,2753,1503,13,4269, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/5/2023,Arctic Cruises,4800,3977,25,8802, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/14/2023,American Cruises,4053,4804,17,8874, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/18/2023,Pacific Cruises,2384,2749,12,5145, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/25/2023,Arctic Cruises,4608,4039,16,8663, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/23/2023,American Cruises,2495,2377,5,4877, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/16/2023,Arctic Cruises,4254,4590,18,8862, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/15/2023,Pacific Cruises,2389,2479,7,4875, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/10/2023,Atlantic Cruises,4277,4247,11,8535, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/7/2023,Atlantic Cruises,3476,3,10,3489, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/28/2023,Atlantic Cruises,2145,2388,6,4539, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/21/2023,Atlantic Cruises,3655,3451,21,7127, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/16/2023,Atlantic Cruises,4701,4256,14,8971, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/28/2023,American Cruises,2783,2130,2,4915, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/16/2023,Atlantic Cruises,579,23,1664,2266, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/6/2023,Atlantic Cruises,0,0,610,610, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/11/2023,Pacific Cruises,3685,3652,19,7356, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/9/2023,Pacific Cruises,0,4699,2,4701, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/22/2023,American Cruises,2025,2749,13,4787, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/8/2023,Arctic Cruises,3555,3691,9,7255, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/28/2023,Pacific Cruises,0,632,1077,1709, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/4/2023,American Cruises,0,3,361,364, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/3/2023,American Cruises,3583,0,4,3587, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/17/2023,Pacific Cruises,2083,0,8,2091, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/16/2023,Arctic Cruises,19,28,1611,1658, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/15/2023,Atlantic Cruises,5558,5558,547,11663, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/21/2023,Pacific Cruises,3776,4312,52,8140, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/29/2023,Atlantic Cruises,0,0,122,122, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/23/2023,Atlantic Cruises,3339,3553,9,6901, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/27/2023,Pacific Cruises,3601,3601,1402,8604, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/1/2023,Pacific Cruises,3302,3331,12,6645, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/15/2023,Arctic Cruises,2619,2619,802,6040, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/30/2023,Pacific Cruises,3257,3287,22,6566, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,4/6/2023,Pacific Cruises,3255,3255,1486,7996, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/20/2023,Atlantic Cruises,4322,4,12,4338, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/2/2023,Pacific Cruises,2944,3252,22,6218, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/11/2023,Arctic Cruises,280,217,1,498, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/30/2023,Arctic Cruises,5,9,1763,1777, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,4/6/2023,American Cruises,3031,3031,1293,7355, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/10/2023,American Cruises,4374,4318,14,8706, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,9/2/2023,American Cruises,3053,3053,2869,8975, Yes ,57404,7:13:41,N/A, 0.144 , 0.024 , 0.008 , 24.305 , 24.788 ,5.70
BCT,3/17/2023,Atlantic Cruises,2665,2665,588,5918, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/24/2023,Atlantic Cruises,4476,4373,14,8863, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/12/2023,American Cruises,465,463,5,933, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/21/2023,Arctic Cruises,86,6,261,353, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/20/2023,American Cruises,,9,1477,1486, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,4/15/2023,Pacific Cruises,4493,4493,,8986, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/5/2023,Pacific Cruises,4461,4469,19,8949, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/11/2023,Atlantic Cruises,889,884,5,1778, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/11/2023,Pacific Cruises,3339,3339,,6678, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/21/2023,Atlantic Cruises,4566,4456,20,9042, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/7/2023,Atlantic Cruises,3616,4715,9,8340, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/15/2023,Atlantic Cruises,1,2,1720,1723, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/20/2023,Arctic Cruises,4275,4275,6,8556, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/26/2023,American Cruises,4721,4550,29,9300, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/29/2023,American Cruises,4879,4754,29,9662, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/26/2023,Pacific Cruises,416,426,8,850, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/7/2023,Atlantic Cruises,807,918,5,1730, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/30/2023,Pacific Cruises,5346,5346,6,10698, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/25/2023,American Cruises,2696,4736,11,7443, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/22/2023,Pacific Cruises,4742,4868,23,9633, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/1/2023,Atlantic Cruises,1,8,1785,1794, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/13/2023,Atlantic Cruises,1641,1641,368,3650, Yes ,27594,3:11:53,N/A, 0.069 , 0.012 , 0.004 , 11.683 , 11.916 ,2.70
MCT,5/12/2023,American Cruises,4523,2655,10,7188, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/17/2023,American Cruises,5604,5604,3,11211, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/14/2023,American Cruises,4901,4748,21,9670, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/9/2023,Pacific Cruises,203,203,411,817, No ,0,0:00:00,Ship did not connect due to delayed arrival, -   , -   , -   , -   , -   ,
BCT,12/27/2023,American Cruises,2335,2335,0,4670, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/25/2023,American Cruises,4570,4516,10,9096, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/9/2023,Arctic Cruises,858,766,8,1632, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/3/2023,Pacific Cruises,4896,4890,20,9806, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/16/2023,Atlantic Cruises,1256,1256,,2512, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/16/2023,Pacific Cruises,4635,4565,19,9219, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/1/2023,Arctic Cruises,4949,4891,22,9862, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/6/2023,Arctic Cruises,2246,2246,407,4899, No ,0,0:00:00,Extreme weather, -   , -   , -   , -   , -   ,
BCT,10/7/2023,Pacific Cruises,5542,5542,,11084, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/20/2023,Atlantic Cruises,4614,4633,15,9262, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/7/2023,Pacific Cruises,4850,4946,43,9839, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/14/2023,Arctic Cruises,498,498,3158,4154, Yes ,77117,8:36:56,N/A, 0.193 , 0.032 , 0.011 , 32.651 , 33.301 ,7.60
MCT,5/30/2023,Arctic Cruises,5,5,1854,1864, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,12/26/2023,American Cruises,1633,1633,,3266, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/13/2023,American Cruises,4609,4593,15,9217, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/24/2023,Pacific Cruises,592,566,19,1177, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/21/2023,Pacific Cruises,4941,4852,22,9815, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/25/2023,American Cruises,5466,5466,,10932, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/27/2023,Atlantic Cruises,4577,4606,14,9197, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/10/2023,Pacific Cruises,894,868,10,1772, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/1/2023,Atlantic Cruises,1,1,1874,1876, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/3/2023,American Cruises,4947,4939,19,9905, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/25/2023,Atlantic Cruises,1483,1483,,2966, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/11/2023,American Cruises,4658,4574,14,9246, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/15/2023,Arctic Cruises,2913,2913,81,5907, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/8/2023,Pacific Cruises,4806,4949,55,9810, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/24/2023,Arctic Cruises,81,117,1770,1968, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/29/2023,Pacific Cruises,358,295,1,654, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/20/2023,Atlantic Cruises,807,807,320,1934, Yes ,40369,5:24:53,N/A, 0.101 , 0.017 , 0.006 , 17.092 , 17.432 ,4.00
MCT,10/16/2023,Pacific Cruises,4770,4805,8,9583, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/3/2023,Pacific Cruises,4475,4670,6,9151, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/31/2023,American Cruises,1745,1745,353,3843, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/21/2023,Atlantic Cruises,,5146,9,5155, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/15/2023,Pacific Cruises,4863,4773,20,9656, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/5/2023,Arctic Cruises,,,1759,1759, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,4/23/2023,American Cruises,5608,5608,51,11267, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/7/2023,American Cruises,4840,5129,24,9993, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/1/2023,American Cruises,2005,2005,100,4110, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/7/2023,Arctic Cruises,4560,4461,10,9031, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/2/2023,Atlantic Cruises,626,600,18,1244, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/31/2023,American Cruises,912,909,,1821, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/29/2023,American Cruises,4611,4863,21,9495, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/5/2023,Arctic Cruises,4268,4851,10,9129, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,11/7/2023,Arctic Cruises,1316,1316,31,2663, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/22/2023,American Cruises,3605,4547,16,8168, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/27/2023,American Cruises,812,874,11,1697, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/23/2023,Atlantic Cruises,,,1783,1783, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/26/2023,American Cruises,637,638,7,1282, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/30/2023,American Cruises,321,370,,691, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/9/2023,Pacific Cruises,4292,4596,33,8921, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/8/2023,Arctic Cruises,2255,2255,451,4961, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,9/5/2023,Pacific Cruises,1681,1681,63,3425, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/14/2023,American Cruises,4039,4251,13,8303, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/26/2023,Pacific Cruises,1567,1567,311,3445, No ,0,0:00:00,Unresolved rate issue, -   , -   , -   , -   , -   ,
MCT,12/16/2023,American Cruises,1,1,679,681, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/27/2023,Pacific Cruises,586,635,7,1228, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/4/2023,American Cruises,303,299,10,612, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/26/2023,Atlantic Cruises,2000,2017,48,4065, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/28/2023,Arctic Cruises,1846,1846,29,3721, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/25/2023,Atlantic Cruises,3962,4241,61,8264, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/19/2023,Atlantic Cruises,,,313,313, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/12/2023,American Cruises,4288,1026,18,5332, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/2/2023,American Cruises,,3000,,3000, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/18/2023,Arctic Cruises,618,633,21,1272, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/24/2023,Pacific Cruises,1988,1932,28,3948, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/23/2023,Atlantic Cruises,0,0,0,0, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/20/2023,Pacific Cruises,4286,3966,55,8307, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/26/2023,Arctic Cruises,3,3,1598,1604, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/7/2023,American Cruises,2719,2637,120,5476, Yes ,77345,9:43:57,N/A, 0.194 , 0.032 , 0.011 , 32.748 , 33.399 ,7.60
BCT,11/15/2023,American Cruises,,2,1762,1764, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/13/2023,Pacific Cruises,629,575,12,1216, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/19/2023,Pacific Cruises,4206,3387,46,7639, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/2/2023,Arctic Cruises,2921,2758,12,5691, No ,0,0:00:00,Extreme weather, -   , -   , -   , -   , -   ,
MCT,10/30/2023,American Cruises,4056,3962,66,8084, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/31/2023,American Cruises,3385,3966,336,7687, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/2/2023,American Cruises,,3,202,205, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/7/2023,American Cruises,4289,4256,26,8571, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/14/2023,Pacific Cruises,18,4,287,309, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/19/2023,Pacific Cruises,3476,4214,41,7731, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/5/2023,Atlantic Cruises,214,409,28,651, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/23/2023,Arctic Cruises,542,552,88,1182, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/26/2023,Pacific Cruises,884,893,4,1781, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/26/2023,Arctic Cruises,239,225,21,485, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/25/2023,Arctic Cruises,3531,2812,17,6360, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/26/2023,Atlantic Cruises,1501,1478,883,3862, No ,0,0:00:00,Extreme weather, -   , -   , -   , -   , -   ,
MCT,10/3/2023,Arctic Cruises,3802,4053,98,7953, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,8/12/2023,Pacific Cruises,2857,2918,15,5790, No ,0,0:00:00,Extreme weather, -   , -   , -   , -   , -   ,
MCT,10/22/2023,Arctic Cruises,17,45,1732,1794, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/7/2023,Pacific Cruises,4341,4295,14,8650, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/24/2023,Arctic Cruises,3662,3528,8,7198, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,8/24/2023,American Cruises,3890,3710,0,7600, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/14/2023,Pacific Cruises,0,2,1572,1574, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/2/2023,Pacific Cruises,0,5,314,319, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/14/2023,Atlantic Cruises,336,329,6,671, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,11/6/2023,Pacific Cruises,2982,2956,9,5947, Yes ,68166,7:41:54,N/A, 0.171 , 0.029 , 0.010 , 28.861 , 29.435 ,6.70
MCT,6/24/2023,Pacific Cruises,3636,3662,18,7316, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/12/2023,Arctic Cruises,36,90,0,126, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/19/2023,Arctic Cruises,4432,4336,17,8785, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/1/2023,Atlantic Cruises,53,136,93,282, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/6/2023,American Cruises,12,16,875,903, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/27/2023,Atlantic Cruises,2730,2617,42,5389, Yes ,71008,9:16:29,N/A, 0.178 , 0.030 , 0.010 , 30.065 , 30.663 ,7.00
MCT,12/26/2023,American Cruises,641,579,9,1229, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/6/2023,Pacific Cruises,2,11,1143,1156, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/3/2023,Pacific Cruises,0,11,1440,1451, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/6/2023,American Cruises,3896,3561,39,7496, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/28/2023,American Cruises,391,369,10,770, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/13/2023,American Cruises,317,363,10,690, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/11/2023,American Cruises,12,14,949,975, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/13/2023,American Cruises,1325,1398,902,3625, Yes ,41767,5:20:19,N/A, 0.105 , 0.018 , 0.006 , 17.684 , 18.036 ,4.10
MCT,2/24/2023,Pacific Cruises,3822,3632,16,7470, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,8/15/2023,Pacific Cruises,2919,2971,17,5907, Yes ,67382,8:26:54,N/A, 0.169 , 0.028 , 0.009 , 28.529 , 29.097 ,6.70
MCT,7/21/2023,Pacific Cruises,4021,3888,102,8011, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/5/2023,American Cruises,3741,3877,2,7620, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/21/2023,Arctic Cruises,4366,4434,4,8804, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/1/2023,Atlantic Cruises,3887,3895,39,7821, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/18/2023,Pacific Cruises,3421,3821,76,7318, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/24/2023,American Cruises,309,304,81,694, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/23/2023,Atlantic Cruises,4,1,1610,1615, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/20/2023,American Cruises,0,14,275,289, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/23/2023,Arctic Cruises,2937,2938,11,5886, Yes ,66437,8:03:56,N/A, 0.166 , 0.028 , 0.009 , 28.129 , 28.689 ,6.60
MCT,10/6/2023,American Cruises,3634,3239,64,6937, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/27/2023,Arctic Cruises,4450,4327,38,8815, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/31/2023,Arctic Cruises,4289,4071,35,8395, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/8/2023,Arctic Cruises,3060,3327,410,6797, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/18/2023,Arctic Cruises,252,333,9,594, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/18/2023,American Cruises,1,33,2394,2428, Yes ,93310,0:31:00,N/A, 0.234 , 0.039 , 0.013 , 39.507 , 40.293 ,9.20
MCT,1/24/2023,Atlantic Cruises,3237,3627,25,6889, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/12/2023,Atlantic Cruises,4,0,961,965, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/4/2023,Arctic Cruises,2707,2921,26,5654, Yes ,47420,5:42:14,N/A, 0.119 , 0.020 , 0.007 , 20.078 , 20.477 ,4.70
MCT,9/2/2023,American Cruises,3952,4220,74,8246, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/18/2023,Atlantic Cruises,4345,4460,25,8830, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/25/2023,Arctic Cruises,5,21,135,161, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/3/2023,Pacific Cruises,396,359,34,789, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,9/17/2023,American Cruises,1,16,198,215, Yes ,20,0:11:00,Ship was getting their shore power retrofit cerfied by their class and insurance, 0.000 , 0.000 , 0.000 , 0.008 , 0.009 ,0.00
MCT,6/27/2023,Arctic Cruises,3782,3237,34,7053, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/15/2023,Arctic Cruises,613,589,38,1240, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/12/2023,American Cruises,25,12,321,358, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/15/2023,American Cruises,2619,2637,95,5351, Yes ,66439,8:18:59,N/A, 0.166 , 0.028 , 0.009 , 28.130 , 28.690 ,6.60
MCT,10/4/2023,Atlantic Cruises,3939,3178,42,7159, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/20/2023,American Cruises,3762,3781,37,7580, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/6/2023,American Cruises,4136,3457,3,7596, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/13/2023,Pacific Cruises,5082,4346,19,9447, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/28/2023,Atlantic Cruises,3942,3810,131,7883, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/30/2023,Pacific Cruises,4640,5070,28,9738, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/29/2023,Arctic Cruises,11,3,616,630, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
