Terminal,Date,CruiseLine,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),"ConnectionDuration 
",SPNote,Nox(MT),SO2(MT),PM2.5(MT),CO2(MT),CO2eq(MT),CarEq
MCT,4/9/2022,Atlantic Cruises,1865,1195,13,3073,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/10/2022,Pacific Cruises,2532,3142,33,5707,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/14/2022,Oceanic Cruises,2437,1861,14,4312,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/17/2022,Arctic Cruises,4338,3142,27,7507,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/18/2022,Arctic Cruises,272,315,13,600,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/23/2022,Atlantic Cruises,0,2,108,110,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/24/2022,Pacific Cruises,1538,4350,9,5897,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/24/2022,Oceanic Cruises,910,2435,13,3358,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/25/2022,Pacific Cruises,1501,5,18,1524,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/26/2022,Pacific Cruises,2167,0,17,2184,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/28/2022,Oceanic Cruises,922,1206,38,2166,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/1/2022,Atlantic Cruises,2203,2159,24,4386,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/8/2022,Oceanic Cruises,1911,2193,31,4135,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/10/2022,Oceanic Cruises,5,3,135,143,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/15/2022,Atlantic Cruises,2296,1914,24,4234,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/22/2022,Pacific Cruises,2461,2271,38,4770,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/29/2022,Pacific Cruises,2906,2469,27,5402,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/5/2022,Oceanic Cruises,2728,2912,16,5656,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/7/2022,Arctic Cruises,388,415,8,811,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/12/2022,Atlantic Cruises,2636,2713,28,5377,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/16/2022,Arctic Cruises,3945,4,16,3965,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/19/2022,Atlantic Cruises,3286,2638,20,5944,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/20/2022,Atlantic Cruises,4278,3943,38,8259,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/26/2022,Arctic Cruises,4071,3280,26,7377,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/28/2022,Pacific Cruises,4211,4285,43,8539,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/3/2022,Arctic Cruises,3744,4075,17,7836,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/5/2022,Arctic Cruises,620,390,14,1024,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/6/2022,Pacific Cruises,4225,4206,12,8443,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/10/2022,Pacific Cruises,3595,3747,12,7354,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/12/2022,Atlantic Cruises,595,597,18,1210,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/14/2022,Pacific Cruises,4039,4218,30,8287,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/17/2022,Arctic Cruises,3742,3578,22,7342,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/18/2022,Atlantic Cruises,4120,4043,37,8200,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/19/2022,Arctic Cruises,591,595,19,1205,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/24/2022,Atlantic Cruises,4194,3753,12,7959,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/26/2022,Oceanic Cruises,4249,4124,23,8396,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/26/2022,Pacific Cruises,580,591,17,1188,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/31/2022,Arctic Cruises,3762,4186,12,7960,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/3/2022,Oceanic Cruises,4257,4237,21,8515,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/7/2022,Oceanic Cruises,4057,3758,12,7827,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/11/2022,Pacific Cruises,4137,4260,6,8403,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/14/2022,Pacific Cruises,3603,4047,26,7676,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/15/2022,Atlantic Cruises,4078,4135,7,8220,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/21/2022,Oceanic Cruises,4125,0,17,4142,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/22/2022,Oceanic Cruises,4042,4070,12,8124,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/23/2022,Arctic Cruises,3345,3602,15,6962,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/28/2022,Atlantic Cruises,3965,4128,11,8104,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/29/2022,Arctic Cruises,4380,2,4,4386,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/31/2022,Atlantic Cruises,4047,4159,16,8222,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/1/2022,Pacific Cruises,3696,3322,18,7036,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/3/2022,Oceanic Cruises,1197,4363,20,5580,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/4/2022,Arctic Cruises,3210,3953,20,7183,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/5/2022,Arctic Cruises,3757,4161,17,7935,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/6/2022,Atlantic Cruises,3667,2889,42,6598,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/8/2022,Pacific Cruises,428,350,19,797,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/10/2022,Pacific Cruises,3361,3750,13,7124,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/10/2022,Atlantic Cruises,582,538,13,1133,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/10/2022,Arctic Cruises,368,387,7,762,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/11/2022,Oceanic Cruises,2752,3201,19,5972,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/12/2022,Arctic Cruises,1053,1180,35,2268,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/12/2022,Atlantic Cruises,-35,,,-35,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/16/2022,Arctic Cruises,2868,2888,28,5784,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2022,Arctic Cruises,3416,3363,13,6792,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/18/2022,Pacific Cruises,338,341,5,684,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/18/2022,Arctic Cruises,2988,2759,12,5759,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/19/2022,Pacific Cruises,878,854,4,1736,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/22/2022,Oceanic Cruises,2456,1017,21,3494,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/23/2022,Pacific Cruises,2970,2870,21,5861,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/24/2022,Atlantic Cruises,4,4,1132,1140,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/24/2022,Oceanic Cruises,3414,3621,10,7045,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/25/2022,Oceanic Cruises,3096,2973,19,6088,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2022,Arctic Cruises,0,2467,8,2475,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2022,Oceanic Cruises,2,4,10,16,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/30/2022,Arctic Cruises,2,3612,4,3618,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/30/2022,Arctic Cruises,1905,1490,43,3438,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/1/2022,Arctic Cruises,613,611,7,1231,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/1/2022,Atlantic Cruises,418,432,0,850,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/2/2022,Pacific Cruises,3542,3098,13,6653,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/3/2022,Atlantic Cruises,0,0,2477,2477,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/3/2022,Arctic Cruises,3562,2942,34,6538,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/5/2022,Atlantic Cruises,2188,1931,16,4135,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/6/2022,Atlantic Cruises,2122,2124,12,4258,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/8/2022,Arctic Cruises,3410,3553,36,6999,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/9/2022,Arctic Cruises,3560,3523,18,7101,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/10/2022,Arctic Cruises,1906,2192,8,4106,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/10/2022,Atlantic Cruises,2881,2082,39,5002,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/11/2022,Arctic Cruises,343,314,6,663,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/12/2022,Pacific Cruises,2949,3415,30,6394,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/13/2022,Oceanic Cruises,349,343,6,698,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/15/2022,Arctic Cruises,2107,2861,50,5018,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2022,Atlantic Cruises,1712,1870,25,3607,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2022,Arctic Cruises,3334,3552,17,6903,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2022,Atlantic Cruises,379,373,6,758,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/21/2022,Arctic Cruises,1971,1721,32,3724,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/21/2022,Atlantic Cruises,604,614,4,1222,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/22/2022,Oceanic Cruises,3171,2929,42,6142,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/23/2022,Pacific Cruises,3120,3330,11,6461,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/23/2022,Atlantic Cruises,392,403,13,808,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/26/2022,Atlantic Cruises,2195,1966,41,4202,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/27/2022,Arctic Cruises,20,407,1487,1914,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/29/2022,Arctic Cruises,3083,3174,26,6283,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/30/2022,Oceanic Cruises,2746,3094,36,5876,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/31/2022,Arctic Cruises,1143,2194,20,3357,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/2/2022,Pacific Cruises,262,241,38,541,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/3/2022,Arctic Cruises,0,1,131,132,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/3/2022,Pacific Cruises,248,7,913,1168,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/5/2022,Arctic Cruises,3876,3075,26,6977,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/6/2022,Atlantic Cruises,2386,2715,65,5166,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/7/2022,Pacific Cruises,12,23,337,372,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/9/2022,Pacific Cruises,6,9,612,627,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/12/2022,Pacific Cruises,3407,3873,17,7297,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/17/2022,Arctic Cruises,1,2418,7,2426,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/19/2022,Atlantic Cruises,4041,3406,18,7465,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/26/2022,Atlantic Cruises,3796,4029,23,7848,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/1/2022,Oceanic Cruises,0,3799,18,3817,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/8/2022,Oceanic Cruises,0,3065,0,3065,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/13/2022,Oceanic Cruises,4311,4,4,4319,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/16/2022,Arctic Cruises,4498,1755,54,6307,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/18/2022,Arctic Cruises,4651,4290,12,8953,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/22/2022,Arctic Cruises,2754,1176,26,3956,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/23/2022,Oceanic Cruises,4821,4649,14,9484,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/31/2022,Oceanic Cruises,4399,4801,25,9225,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/2/2023,Atlantic Cruises,2200,2747,3,4950,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/8/2023,Pacific Cruises,3858,4396,30,8284,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/11/2023,Arctic Cruises,2787,2176,19,4982,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/16/2023,Oceanic Cruises,1536,2782,21,4339,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/20/2023,Atlantic Cruises,341,332,1673,2346,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/20/2023,Arctic Cruises,3919,3863,27,7809,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/25/2023,Pacific Cruises,1542,1813,29,3384,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/1/2023,Arctic Cruises,4453,3901,26,8380,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/6/2023,Oceanic Cruises,3959,4436,39,8434,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/17/2023,Atlantic Cruises,2753,1503,13,4269,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/18/2023,Atlantic Cruises,4800,3977,25,8802,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/26/2023,Arctic Cruises,4053,4804,17,8874,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/27/2023,Atlantic Cruises,2384,2749,12,5145,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/10/2023,Oceanic Cruises,4608,4039,16,8663,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/10/2023,Atlantic Cruises,2495,2377,5,4877,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/18/2023,Arctic Cruises,4254,4590,18,8862,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/21/2023,Arctic Cruises,2389,2479,7,4875,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/26/2023,Oceanic Cruises,4277,4247,11,8535,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/28/2023,Atlantic Cruises,3476,3,10,3489,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/31/2023,Arctic Cruises,2145,2388,6,4539,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/2/2023,Pacific Cruises,3655,3451,21,7127,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/5/2023,Arctic Cruises,4701,4256,14,8971,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/5/2023,Oceanic Cruises,2783,2130,2,4915,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/7/2023,Atlantic Cruises,579,23,1664,2266,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/9/2023,Arctic Cruises,0,0,610,610,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/9/2023,Oceanic Cruises,3685,3652,19,7356,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/15/2023,Atlantic Cruises,0,4699,2,4701,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/15/2023,Arctic Cruises,2025,2749,13,4787,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/16/2023,Oceanic Cruises,3555,3691,9,7255,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/18/2023,Pacific Cruises,0,632,1077,1709,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/19/2023,Arctic Cruises,0,3,361,364,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/20/2023,Arctic Cruises,3583,0,4,3587,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/20/2023,Pacific Cruises,2083,0,8,2091,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/21/2023,Atlantic Cruises,19,28,1611,1658,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/22/2023,Pacific Cruises,3776,4312,52,8140,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/22/2023,Pacific Cruises,0,0,122,122,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/23/2023,Arctic Cruises,3339,3553,9,6901,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/30/2023,Pacific Cruises,3302,3331,12,6645,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/7/2023,Oceanic Cruises,3257,3287,22,6566,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/14/2023,Pacific Cruises,4322,4,12,4338,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/14/2023,Oceanic Cruises,2944,3252,22,6218,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/15/2023,Oceanic Cruises,280,217,1,498,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/17/2023,Atlantic Cruises,5,9,1763,1777,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/21/2023,Atlantic Cruises,4374,4318,14,8706,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/28/2023,Oceanic Cruises,4476,4373,14,8863,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/31/2023,Oceanic Cruises,465,463,5,933,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/31/2023,Arctic Cruises,86,6,261,353,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/31/2023,Atlantic Cruises,,9,1477,1486,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/4/2023,Arctic Cruises,4461,4469,19,8949,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/7/2023,Oceanic Cruises,889,884,5,1778,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/11/2023,Pacific Cruises,4566,4456,20,9042,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/15/2023,Oceanic Cruises,3616,4715,9,8340,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/15/2023,Oceanic Cruises,1,2,1720,1723,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/18/2023,Arctic Cruises,4721,4550,29,9300,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/19/2023,Pacific Cruises,4879,4754,29,9662,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/21/2023,Arctic Cruises,416,426,8,850,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/21/2023,Pacific Cruises,807,918,5,1730,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/25/2023,Atlantic Cruises,2696,4736,11,7443,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/27/2023,Pacific Cruises,4742,4868,23,9633,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/29/2023,Arctic Cruises,1,8,1785,1794,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/1/2023,Arctic Cruises,4523,2655,10,7188,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/5/2023,Arctic Cruises,4901,4748,21,9670,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/9/2023,Pacific Cruises,4570,4516,10,9096,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/13/2023,Atlantic Cruises,858,766,8,1632,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/13/2023,Oceanic Cruises,4896,4890,20,9806,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/16/2023,Atlantic Cruises,4635,4565,19,9219,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/17/2023,Arctic Cruises,4949,4891,22,9862,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/23/2023,Oceanic Cruises,4614,4633,15,9262,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/25/2023,Pacific Cruises,4850,4946,43,9839,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/26/2023,Oceanic Cruises,5,5,1854,1864,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/30/2023,Oceanic Cruises,4609,4593,15,9217,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/1/2023,Oceanic Cruises,592,566,19,1177,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/2/2023,Pacific Cruises,4941,4852,22,9815,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/6/2023,Arctic Cruises,4577,4606,14,9197,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/6/2023,Atlantic Cruises,894,868,10,1772,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/9/2023,Pacific Cruises,1,1,1874,1876,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/10/2023,Oceanic Cruises,4947,4939,19,9905,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/13/2023,Pacific Cruises,4658,4574,14,9246,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/14/2023,Pacific Cruises,4806,4949,55,9810,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/16/2023,Atlantic Cruises,81,117,1770,1968,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/17/2023,Pacific Cruises,358,295,1,654,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/19/2023,Pacific Cruises,4770,4805,8,9583,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
